source,post_date,summary,dpi_uid,index
NIH,202404,"The objective of the project is to support the TrialNet Coordinating Center (TNCC) in its efforts to identify individuals at various stages of type 1 diabetes (T1D), from pre-symptomatic to post-diagnosis, and enroll them in clinical trials aimed at preventing the progression to clinical disease and preserving insulin production. The TNCC will manage and support a range of research projects, ensure standardized data and sample management, and oversee network administration and operations. This includes selecting and funding Clinical Centers and central support units necessary for conducting clinical studies. The TNCC will also contribute to the leadership of the TrialNet network by participating in the Executive and Steering Committees. The project emphasizes the importance of a Plan for Enhancing Diverse Perspectives (PEDP) in the research process, and applications lacking this plan will be considered incomplete. The overarching goal is to advance the understanding of T1D pathophysiology, improve trial design, and identify biomarkers for early intervention, ultimately leading to more effective treatments tailored to specific disease mechanisms.",DT5y3hcZH4JKpi0cVMtBGxyo0WCSaa7YznFEnt+grsI=,NIH202404
NIH,202404,"The objective of the CAP-IT Program at the National Cancer Institute (NCI) is to foster collaborations that will support research aimed at discovering and developing targeted agents for cancer prevention and interception, particularly for higher-risk populations. The program seeks to leverage existing NCI genomic and molecular databases to identify potential oncotargets from precancer biology research. By exploiting these targets, CAP-IT aims to develop innovative, risk-tailored preventive measures that can complement or replace surgical interventions. The ultimate goal is to advance these agents through the NCI's preclinical and clinical development pipelines, thereby establishing a streamlined process for bringing cancer prevention and interception agents from the research stage to clinical application. This initiative encourages current NIH grant awardees to propose collaborative projects that align with CAP-IT's objectives and contribute to the creation of a scientific roadmap for fast-tracking the discovery and development of cancer preventive and interceptive agents.",63KmhOSvoUyeg+gWlbviKGZiO2PiYVZdoXslelNghW8=,NIH202404
NIH,202404,"The objective of the project outlined in the Notice of Funding Opportunity (NOFO) is to support the advancement and growth of early-career scientists transitioning to entrepreneurship by providing them with entrepreneurial development and research leadership opportunities. The NOFO aims to support small business concerns (SBCs) in employing and developing researchers as entrepreneurial Program Directors/Principal Investigators (PDs/PIs). The focus is on fostering the entrepreneurial skills of these individuals while they lead research and development projects that align with the missions of the NIH or CDC to improve health and save lives. The NOFO provides funding for entrepreneurial training, mentoring, and career development for PDs/PIs who have research and technology development experience but limited entrepreneurial and independent research leadership experience. The goal is for PDs/PIs to enhance their entrepreneurial skillset while developing promising technologies and products within a small business environment.",JLzMT1eqKeaW0OQvv18L7Ba9L7SG5DdqSjEWNdXF0Wo=,NIH202404
NIH,202404,"The objective of the NIH Independent Scientist Award (K02) is to support the career development of outstanding scientists who have recently become independent researchers. The award provides three to five years of salary support and ""protected time"" for intensive research focus, allowing recipients to enhance their research careers. The project must involve basic science experimental studies with human participants that fall within the NIH definition of a clinical trial and meet the definition of basic research. The research should not have specific applications towards processes or products in mind but should aim to understand fundamental aspects of phenomena. The award is tailored to individual needs and requires the candidate to commit a minimum of 75% of their full-time professional effort to research and career development activities. The project must align with the programmatic interests of one or more participating NIH Institutes and Centers.",9wiFS4y0bQSrP/akmu4yrmeVV3PRlec5eaU1+BaabI0=,NIH202404
NIH,202404,"The objective of the NIH Independent Scientist Award (K02) is to support the career development of outstanding scientists who have recently become independent researchers. The award provides salary support and protected time for intensive research focus to help these scientists enhance their research careers. The project must align with the programmatic interests of one or more participating NIH Institutes and Centers based on their scientific missions. This particular funding opportunity is for applicants proposing to lead an independent clinical trial, a clinical trial feasibility study, or an ancillary study to an existing trial, as part of their research and career development. The award aims to ensure a diverse pool of highly trained scientists is available to meet the Nation's biomedical, behavioral, and clinical research needs. Candidates must hold a doctoral degree, have independent peer-reviewed research support at the time of the award, and commit a significant portion of their time to research and career development activities.",TNnBwLe4UXvjejmb0sC6PZqKrSa+2RLF+iaNQHdgtvE=,NIH202404
NIH,202404,"The objective of the NHLBI Outstanding Investigator Award (OIA) is to enhance scientific productivity and innovation by offering long-term support and greater flexibility to experienced Program Directors/Principal Investigators (PDs/PIs) who have a proven track record of making significant contributions to heart, lung, blood, and sleep (HLBS) research. The OIA aims to fund an investigator's research program for up to seven years, allowing them to pursue groundbreaking research and take on higher-risk projects that may require more time to develop. This award is designed to be the primary source of NHLBI funding for recipients, encouraging them to explore new directions and approaches within the scope of the NHLBI mission. The OIA seeks to provide investigators with the freedom to adapt their research focus as new opportunities arise, with the expectation that their work will continue to have a substantial impact on HLBS research fields.",OFXqw4XOGMGCU1FYrLvzrO3erWmqV/8NNlpkU58oykU=,NIH202404
NIH,202404,"The objective of the NHLBI Emerging Investigator Award (EIA) is to foster scientific productivity and innovation by offering long-term support and greater flexibility to experienced Program Directors/Principal Investigators (PDs/PIs) who have a proven track record and are currently managing at least two NHLBI R01-equivalent awards. The EIA aims to support an investigator's overall research program, rather than individual projects, and is likely to be the primary source of NHLBI funding for recipients. The award encourages PDs/PIs to undertake ambitious research that could lead to significant advancements in the fields of heart, lung, blood, and sleep (HLBS) research. It allows for the pursuit of high-risk research and projects that require a longer timeframe. The EIA provides up to seven years of support and aligns with the NHLBI mission, expecting recipients to make major contributions to HLBS research areas.",Hsw0RivUFTddipqf1EM4Gm+wJ9tYbRLU3hT1hZ+NHXo=,NIH202404
NIH,202404,"The objective of the project outlined in the Notice of Funding Opportunity (NOFO) by the National Institutes of Health (NIH) and Centers for Disease Control and Prevention (CDC) is to support the advancement and growth of early-career scientists transitioning into entrepreneurship. This is achieved by providing support for both their entrepreneurial development and the conduct of research and development under their direction. The NOFO aims to support small business concerns (SBCs) in employing and developing researchers as entrepreneurial Program Directors/Principal Investigators (PDs/PIs). A significant component of the NOFO is to provide entrepreneurial training, mentoring, and career development for the PD/PI. The ideal candidates for this award are scientists and professionals with research, technology development, and/or healthcare delivery skills and experience, but with limited entrepreneurial and independent research leadership experience. The goal is for these individuals to enhance their entrepreneurial skills while working in a small business environment to develop technologies and products that align with the missions of the NIH and CDC to improve health and save lives.",D+cEMHxGMFRPbaZ21Qkps7dx1CkXDnml65bWuot5N6k=,NIH202404
NIH,202404,"I'm sorry, but the provided context is too extensive for me to process in a single operation. Please provide a specific section or a shorter excerpt from the context for me to summarize.",ZMJBpKuWy3yap6/BmYdrB1dzxWBMOj36IpRHLvkw8rs=,NIH202404
NIH,202404,"The objective of the project outlined in the context is to support the transition of early-career scientists into entrepreneurial roles within small business concerns (SBCs) by providing them with both research funding and entrepreneurial training. The National Institutes of Health (NIH) aims to foster the advancement of these scientists by supporting their development as entrepreneurial Program Directors/Principal Investigators (PDs/PIs) and by accelerating the growth of their leadership in research and development. The project seeks to employ and develop researchers with limited entrepreneurial experience, providing them with mentorship and career development opportunities while they work on developing technologies and products that align with NIH's mission to improve health and save lives. The project utilizes the R41/R42 Small Business Technology Transfer (STTR) Grant mechanisms to achieve these goals, with a focus on fostering innovation and commercialization potential in the biomedical field.",q3usBfjqFQifYEln+2j+U0dLlYe0hT8fQwm7wLPF6dY=,NIH202404
NIH,202404,"The objective of the project outlined in the NIH R01 Research Project Grant is to support hypothesis-driven research aimed at understanding and improving the durability of immune responses to candidate HIV vaccines. The National Institute of Allergy and Infectious Diseases (NIAID) is seeking applications that will contribute to defining durable vaccine responses, developing or improving methods to measure these responses, and engineering more durable vaccine responses. The research should focus on persistent immune responses, recall responses, and/or adaptive immune memory in the context of HIV prevention. While clinical trials are not permitted, the use of samples from existing clinical trials and collaborations with clinical trial groups is encouraged. The research may involve human samples, animal models, and bioengineering approaches, with an emphasis on integrating immunology and bioengineering to enhance the understanding and induction of durable HIV vaccine responses.",Y43aDT0jC1uIzpU0EVX5LbvxcwV84uecGX761cz95m8=,NIH202404
NIH,202404,,hUwYnTz7C9KMXcebuc8FQ3fM+jfQ/boTFX2ew2c9Gb4=,NIH202404
NIH,202404,,mWuoYaQHVmFeuWV0KMja9XjzwIHBZvnuJaBd9fNGYng=,NIH202404
NIH,202404,"The objective of the project outlined in the grant is to support research that investigates the health impacts of intersecting social determinants of health (SDOH) and related biological, psychological, and behavioral factors at the intersections of privileged and oppressed social statuses such as race, ethnicity, socioeconomic status, sexual orientation, and ability. The initiative aims to understand and identify the pathways and mechanisms that contribute to health disparities and inequities at these intersections. The research should be guided by an intersectionality framework and may include observational studies, evaluation studies, simulation studies, predictive modeling, and mixed-methods studies. The focus is on populations in the U.S. that experience health disparities, including racial and ethnic minority populations, people with lower socioeconomic status, underserved rural populations, sexual and gender minority populations, and people with disabilities. The goal is to advance knowledge that can inform targeted approaches to improve health outcomes and promote health equity.",FSkccrqa0BPmAEsTOal6hg3zBYeF0JW279ieSD2YwQQ=,NIH202404
NIH,202404,"The objective of the NIH Midcareer Investigator Award in Patient-Oriented Research (K24) is to support mid-career health-professional doctorates by providing them with protected time to focus on patient-oriented research (POR) and to mentor junior clinical investigators who are also engaged in POR. The award is targeted at mid-career clinicians, typically at the Associate Professor level or equivalent, who have established records of independent, peer-reviewed research funding and publications. The K24 award aims to stabilize the careers of these investigators, allowing them to continue their own POR while also acting as mentors to the next generation of clinical researchers. The award supports activities such as augmenting the recipient's capabilities in POR, increasing research productivity, and enhancing the pool of well-trained clinical researchers. The award is not intended for those leading an independent clinical trial, a clinical trial feasibility study, or an ancillary clinical trial, but allows for proposing research experience in a clinical trial led by a mentor or co-mentor.",pchnvoj/wbEJy/abgqvDOUKRh+aMDNngpZpZaLeKZ68=,NIH202404
NIH,202404,"The objective of the NIH Midcareer Investigator Award in Patient-Oriented Research (K24) is to support mid-career health-professional doctorates by providing protected time for them to focus on patient-oriented research (POR) and to mentor junior clinical investigators who are also pursuing POR. The award aims to stabilize the careers of mid-career clinical investigators, typically at the Associate Professor level or equivalent, who have established records of independent, peer-reviewed research funding and publications. The K24 award facilitates these investigators to continue their own POR, take on leadership roles in collaborative POR programs, obtain new or additional independent funding, and increase their mentoring efforts to enhance the research productivity and training of future clinical researchers. The research supported by this award must involve direct interaction with human subjects or material of human origin and should contribute to understanding mechanisms of human disease, therapeutic interventions, clinical trials, or the development of new technologies.",59ANiLN1FPX3pZkjDR2m3PTkcByry7oH5OFAQVVlEH4=,NIH202404
NIH,202404,"The objective of the NIH Midcareer Investigator Award in Patient-Oriented Research (K24) is to support mid-career health-professional doctorates by providing them with protected time to focus on patient-oriented research (POR) and to mentor junior clinical investigators who are also pursuing POR. The award aims to stabilize the careers of mid-career clinical investigators, typically at the Associate Professor level or equivalent, who have established records of independent, peer-reviewed patient-oriented research funding and publications. The K24 award facilitates these investigators' continued contributions to POR, allows them to act as mentors, and helps them obtain new or additional independent, peer-reviewed funding for POR as principal investigators. The project must align with the programmatic interests of one or more participating NIH Institutes and Centers based on their scientific missions. The research proposed should involve basic science experimental studies with humans that fall within the NIH definition of a clinical trial and meet the definition of basic research, aiming to understand fundamental aspects of phenomena without specific applications towards processes or products in mind.",keDSjMTHgjBq7YCRuKqr++IJK05MOa2gj5qZiMlKx8g=,NIH202404
NIH,202404,"The objective of the NIH Pathway to Independence Award (K99/R00) program is to enable exceptional postdoctoral researchers to transition from mentored positions to independent, tenure-track or equivalent faculty positions. The program provides support during this transition to help awardees establish competitive, independent research careers. The K99/R00 award supports candidates who require additional mentored research and career development before transitioning to independence. The K99 phase allows for 1-2 years of mentored research and career development, while the R00 phase provides up to 3 years of independent research support contingent on securing a tenure-track or equivalent position. The project must align with the programmatic interests of one or more participating NIH Institutes and Centers and involve basic science experimental studies with humans that fall within the NIH definition of a clinical trial and meet the definition of basic research. The award aims to ensure a diverse pool of highly trained scientists is available to meet the Nation's biomedical, behavioral, and clinical research needs.",fj9FlbzZUDTi+X1Kw93fHIslfLJfjSDRCCYvBq4bmj4=,NIH202404
NIH,202404,"The objective of the NIH Pathway to Independence Award (K99/R00) program is to support outstanding postdoctoral researchers with a research and/or clinical doctorate degree in their transition from mentored positions to independent, tenure-track, or equivalent faculty positions. The program aims to provide independent NIH research support during this transition to help awardees launch competitive, independent research careers. This particular funding opportunity is tailored for candidates planning to lead an independent clinical trial, a clinical trial feasibility study, or an ancillary study to an existing trial as part of their research and career development. Those not planning an independent clinical trial must apply to a companion funding opportunity. The K99/R00 award supports up to 5 years of research in two phases: the K99 phase (up to 2 years of mentored research training and career development) and the R00 phase (up to 3 years of independent research support contingent on securing a tenure-track or equivalent faculty position).",HNinobjY315NFUytcOxzxGmEgTaqfGOsYZdkQPWoTBE=,NIH202404
NIH,202404,"The objective of the NIH Pathway to Independence Award (K99/R00) program is to support outstanding postdoctoral researchers with a research and/or clinical doctorate degree in their transition from mentored positions to independent, tenure-track, or equivalent faculty positions. The program provides NIH research support during this transition to help awardees establish competitive, independent research careers. This specific funding opportunity announcement (NOFO) is for candidates proposing research that does not involve leading an independent clinical trial, a clinical trial feasibility study, or an ancillary clinical trial, although they may gain experience in a clinical trial led by a mentor or co-mentor. The K99/R00 award offers up to 5 years of support in two phases: the K99 phase (up to 2 years of mentored research training and career development) and the R00 phase (up to 3 years of independent research support contingent on securing a tenure-track or equivalent faculty position). The program aims to foster the development of a diverse pool of highly trained scientists to address the Nation's biomedical, behavioral, and clinical research needs.",L+RAJGZjqtUyy68ZFNHn3qjC1nmBewl5Y/k1dA1WDz8=,NIH202404
NIH,202404,"The objective of the project outlined in the Notice of Funding Opportunity (NOFO) is to establish a clinical trials network across multiple institutions to gather safety and early efficacy data on psychedelic-assisted therapy (PAT) for older adults with specific chronic pain conditions. The project will be conducted in two phases using the UG3/UH3 Exploratory/Developmental Phased Award Cooperative Agreement mechanism. The UG3 phase will focus on preliminary studies in healthy older adults to evaluate the safety, pharmacokinetics, and pharmacodynamics of psychedelic agents, as well as to test preliminary elements of PAT. The UH3 phase will expand these studies to include older adults with chronic pain conditions, ensuring the inclusion of participants with diverse co-occurring conditions representative of the real-world older adult population. The project aims to provide an evidence base to inform safe and efficacious PAT across heterogeneous populations of older adults living with chronic pain, with a focus on inclusivity and representation across various demographics.",1IcnuYtw/VI81MKFvaX3FIHiD4xXAcps3+V+hZ4dD0E=,NIH202404
NIH,202404,"The objective of the NIH Mentored Research Scientist Development Award (K01) is to provide support and ""protected time"" for an intensive, supervised career development experience in the biomedical, behavioral, or clinical sciences, leading to research independence. The program is designed to help ensure a diverse pool of highly trained scientists is available to address the Nation's biomedical, behavioral, and clinical research needs. The K01 award supports career development experiences that lead to research independence, and some Institutes and Centers may use it for individuals training in a new field or those returning from a hiatus due to illness or family responsibilities. The award is for those proposing basic science experimental studies involving humans that meet the NIH definition of a clinical trial and basic research. The project must align with the programmatic interests of one or more participating NIH Institutes and Centers based on their scientific missions.",MKKw4q5vF/RA2vcXmez5GuT4LxOogeHzKGQPZ1d84X0=,NIH202404
NIH,202404,"The objective of the NIH Mentored Research Scientist Development Award (K01) is to provide support and ""protected time"" for a period of three to five years for an intensive, supervised career development experience in the biomedical, behavioral, or clinical sciences, leading to research independence. The K01 award is designed for individuals who propose to train in a new field, or for those who have had a hiatus in their research career due to illness or pressing family circumstances. The award is also used by some Institutes and Centers to support career development in specific fields. This funding opportunity announcement (NOFO) is specifically for applicants proposing research that does not involve leading an independent clinical trial, a clinical trial feasibility study, or an ancillary clinical trial, but allows for research experience in a clinical trial led by a mentor or co-mentor. The goal is to help ensure a diverse pool of highly trained scientists is available to address the Nation's biomedical, behavioral, and clinical research needs.",mojJBRQmynhLMoaJoZSZT0Ioxi2rclD0gY8JNHaKyE8=,NIH202404
NIH,202404,"The objective of the NIH Mentored Research Scientist Development Award (K01) is to provide support and ""protected time"" for an intensive, supervised career development experience in the biomedical, behavioral, or clinical sciences, leading to research independence. This program is designed for individuals who propose to serve as the lead investigator of an independent clinical trial, a clinical trial feasibility study, or an ancillary study to an existing trial, as part of their research and career development. The K01 award is also available to those who aim to train in a new field or have had a hiatus in their research career due to illness or family responsibilities. The award provides salary and research support for a sustained period (3-5 years), under the guidance of an experienced mentor, with the expectation that recipients will launch independent research careers and become competitive for new research project grant funding. The program encourages applications from a diverse pool of highly trained scientists and is open to individuals with a research or health-professional doctoral degree.",GJo8+SbPsrB6KrBbNKhZi1/PaZN+ewj7Jw/DKgUOEd8=,NIH202404
NIH,202404,"The objective of the NIH Independent Scientist Award (K02) is to support the career development of outstanding scientists who have recently become independent researchers. The award provides salary support and ""protected time"" for a period of three to five years, allowing these scientists to focus intensively on research to enhance their careers. The K02 award is tailored to individual needs and requires candidates to demonstrate a need for a period of intensive research focus. This funding opportunity announcement (NOFO) is specifically for applicants who are not leading an independent clinical trial, clinical trial feasibility study, or ancillary clinical trial but may participate in a clinical trial led by another investigator. The goal is to ensure a diverse pool of highly trained scientists is available to address the Nation's biomedical, behavioral, and clinical research needs. Candidates must hold a doctoral degree, have independent peer-reviewed research support at the time of the award, and commit a significant portion of their professional effort to research and career development activities.",BIJkK32yddrCiHnVirH5P95/TcR6N2b7Ft0M9dCLJqE=,NIH202404
NIH,202404,"The objective of the project announced by the National Cancer Institute (NCI) is to encourage current grant or cooperative agreement awardees to expand their research to include studies on uterine serous carcinoma (USC). The supplemental funding aims to fill knowledge gaps in the tumor biology, prevention, diagnosis, early detection, and treatment of USC, as well as to understand the health disparities associated with the disease. The research should focus on the molecular and cellular biology, disease progression, development of new treatment agents and combinations, creation of clinically relevant models, and assessment of disease risk. The project also seeks to identify factors contributing to racial disparities in cancer health outcomes. The supplemental support is for short-term studies (1 year) that will lay the groundwork for future, longer-term research funded by other NCI mechanisms. Collaboration with gynecologic oncologists, patient advocates, or commitment to attending relevant workshops is encouraged to ensure the research benefits USC patients.",jCGAsDFKcFWn+9azQ4HDbRT04LA1uRPKr91B2UF3Dxw=,NIH202404
NIH,202404,"The objective of the NIH Mentored Clinical Scientist Research Career Development Award (K08) is to provide support and ""protected time"" for an intensive, supervised research career development experience in the fields of biomedical and behavioral research, including translational research, for individuals with a clinical doctoral degree. The program aims to prepare qualified individuals for careers that significantly impact the health-related research needs of the Nation. The K08 award supports candidates at various levels of prior research training and at different stages in their career development. The award may be used for didactic study and/or mentored research and is intended for candidates who propose to engage in basic science experimental studies involving humans that fall within the NIH definition of a clinical trial and also meet the definition of basic research. The proposed project must align with the programmatic interests of one or more participating NIH Institutes and Centers based on their scientific missions.",00AJnA6dvLezmfRsp0ePdhhVMdjPXvvkgBnDavZR33E=,NIH202404
NIH,202404,"The objective of the NIH Mentored Clinical Scientist Research Career Development Award (K08) is to provide support for an intensive, supervised research career development experience in the fields of biomedical and behavioral research, including translational research, for individuals with clinical doctoral degrees. The program aims to prepare qualified individuals for careers that significantly impact the health-related research needs of the Nation by providing salary and research support for a sustained period of ""protected time"" (3-5 years). This allows for didactic study and/or mentored research. The K08 award targets candidates at various career stages, from those needing didactic training and supervised research experience to those ready for an intensive supervised research experience. The NOFO is specifically for applicants not leading an independent clinical trial, a clinical trial feasibility study, or an ancillary clinical trial, but allows for research experience in a clinical trial led by a mentor or co-mentor.",+L3fRehWXkKnWlHil4fxmXqTfm4R5pflegDGIrJ4SLU=,NIH202404
NIH,202404,"The objective of the NIH Mentored Clinical Scientist Research Career Development Award (K08) is to provide support for an intensive, supervised research career development experience in the fields of biomedical and behavioral research, including translational research, for individuals with clinical doctoral degrees. The program aims to prepare qualified individuals for careers that significantly impact the health-related research needs of the Nation by offering salary and research support for a sustained period of ""protected time"" (3-5 years). This support is intended to allow for didactic study and/or mentored research. The K08 award is designed for candidates at various levels of prior research training and at different stages in their career development, ranging from those with limited experience who may require a period of didactic training followed by supervised research, to those with more experience who may focus on an intensive supervised research experience. The proposed project must align with the programmatic interests of one or more participating NIH Institutes and Centers based on their scientific missions.",jt0at54iUL0p5Xj35V8Wngg8eafYVJag1nL0tsG+ZYQ=,NIH202404
NIH,202404,"The objective of the R21 Exploratory/Developmental Research Grant, as outlined in this Notice of Funding Opportunity (NOFO), is to encourage the use of archived HIV/AIDS data and biospecimen collections to generate new research questions and findings. The focus is on epidemiology, pathogenesis, treatment, prevention, clinical manifestations, and HIV-associated co-infections, specifically within maternal, pediatric, and adolescent populations. The grant aims to support secondary analyses of existing data and biospecimens to advance scientific knowledge in these areas. The project encourages applicants to employ innovative data science approaches to enhance HIV epidemiological data and expects adherence to NIH data sharing policies. The grant also details eligibility requirements, application submission guidelines, review criteria, and funding specifics, emphasizing the importance of compliance with all instructions for a successful application.",7rRDh8FucD7o8JKntks1Wpzt7LPzvV5NOMbEIjv6fN4=,NIH202404
NIH,202404,"The objective of the project outlined in the Notice of Funding Opportunity (NOFO) is to support the transition of early-career academic scientists into entrepreneurship and to facilitate the transfer of technology from academic laboratories into small U.S. businesses. The NOFO aims to address the challenges of forming the right team with the necessary expertise to develop a product within a small business and to provide funding for early-stage technology development. The project will provide entrepreneurial mentoring support and product development support, with a focus on mentoring as a critical component for the transition from junior academic scientist to entrepreneur. The NOFO specifies that the proposed projects must align with the mission space of one of the participating Institutes (NCI, NHGRI, NIBIB, NIMH) and propose the development of a technology that fits into specified technology categories. The project will involve a Phase I STTR grant to allow proof of concept studies at the academic site and prepare the technology for small business development, followed by a potential transition to a Phase II SBIR award, requiring the principal investigator to move to the small business. The NOFO emphasizes the importance of mentoring, eligibility criteria for early-career scientists, and the requirement for clear, quantitative milestones for each aim of the project.",7R8sdDp6KvWTqLM8JjNrDyQVAXo2qv0S9q8QefFfq5U=,NIH202404
NIH,202404,"The objective of the project is to support the commercialization of innovative cancer-related products and technologies developed by small business concerns (SBCs) that have previously received SBIR or STTR Phase II awards from any Federal agency. The National Cancer Institute (NCI) aims to bridge the funding gap often referred to as the ""Valley of Death"" between the end of Phase II and the commercialization stage. This is achieved by providing additional funding through the R44 Small Business Innovation Research (SBIR) Grant - Phase II only, to facilitate the transition of projects to the market. The NOFO encourages partnerships between SBIR or STTR Phase II awardees and third-party investors or strategic partners to accelerate the capital-intensive steps required for commercialization. Applicants must submit a Commercialization Plan detailing third-party investor funding secured or anticipated during the Phase IIB Bridge Award project period, with the expectation that this funding will match or exceed the NCI funds requested. The proposed projects may address preclinical and/or clinical stages of technology development, including clinical trials if appropriate. The ultimate goal is to benefit cancer patients by speeding up the development of novel cancer-relevant products and services towards commercialization.",Xj6Oa6mktgVeG2if6VzcZQKpAeToQI5FqZN2mF7VwVI=,NIH202404
NIH,202404,"The objective of the NIH Mentored Quantitative Research Career Development Award (K25) is to encourage professionals with strong quantitative and engineering backgrounds to apply their expertise to NIH-relevant research in health and disease. The K25 award provides support and protected time for supervised study and research to integrate quantitative skills with biomedical, behavioral, and clinical research. The program is tailored for individuals from postdoctoral to senior faculty levels who have not primarily focused on health-related research in their careers. The award aims to foster the development of a diverse pool of highly trained scientists to meet the nation's biomedical, behavioral, and clinical research needs. The K25 award is not intended for leading independent clinical trials but allows for research experience in clinical trials led by a mentor or co-mentor. The ultimate goal is for recipients to acquire the knowledge and skills necessary to compete for independent research support from NIH or to contribute significantly as team members in multidisciplinary research projects.",zxWtv2TolQTDgkWLReGPA7Emz8+wqKGsKMaALCtVYIE=,NIH202404
